topic_id	topic_name	meta_topic	topic_word	topic_size	doc_1	doc_2	doc_3	doc_4	doc_5	doc_6	doc_7	doc_8	doc_9	doc_10	doc_11	doc_12	doc_13	doc_14	doc_15	doc_16	doc_17	doc_18	doc_19	doc_20
376	starbucks_delta_union	12	starbucks (25.0), delta (6.0), union (5.0), workers (3.0), contract (3.0), schultz (3.0), bargain (3.0), starbucksnews (3.0), daegu (2.0), busting (2.0)	14	http://twitter.com/i/web/status/1579197423138004992	http://twitter.com/i/web/status/1579543850410180608	http://twitter.com/i/web/status/1579987363010588673	http://twitter.com/i/web/status/1580348142134136832	http://twitter.com/i/web/status/1580679593190510592	http://twitter.com/i/web/status/1582131826432540673	http://twitter.com/i/web/status/1582919943401574400	http://twitter.com/i/web/status/1584582590027026438	http://twitter.com/i/web/status/1584993431692414976	http://twitter.com/i/web/status/1585873910238617600	http://twitter.com/i/web/status/1578854912100028417	http://twitter.com/i/web/status/1582042866229968897	http://twitter.com/i/web/status/1577304515379970055	http://twitter.com/i/web/status/1579445037980880896						
377	month_windominospizza_chance	53	month (28.0), windominospizza (25.0), chance (11.0), sooooooo (8.0), magastos (8.0), tao (7.0), officially (6.0), ace (6.0), employee (5.0), pizza (5.0)	16	http://twitter.com/i/web/status/1576199697269915649	http://twitter.com/i/web/status/1576246633494290435	http://twitter.com/i/web/status/1576274933407096832	http://twitter.com/i/web/status/1576468910823522304	http://twitter.com/i/web/status/1576546444277710849	http://twitter.com/i/web/status/1576583972905054208	http://twitter.com/i/web/status/1576784615012012037	http://twitter.com/i/web/status/1577793834389569536	http://twitter.com/i/web/status/1587287163749949440	http://twitter.com/i/web/status/1587333365782519808	http://twitter.com/i/web/status/1587420018920284162	http://twitter.com/i/web/status/1583023608594862081	http://twitter.com/i/web/status/1576210825224028161	http://twitter.com/i/web/status/1576532111372128257	http://twitter.com/i/web/status/1585511086798807040	http://twitter.com/i/web/status/1586596618429767681				
378	garr_drawing_bang	46	garr (13.0), drawing (12.0), bang (11.0), pinned (10.0), retweet (10.0), winner (9.0), idr (7.0), tweet (4.0), ohmpow (4.0), crop (3.0)	14	http://twitter.com/i/web/status/1576839184676896768	http://twitter.com/i/web/status/1576927650383532032	http://twitter.com/i/web/status/1582522770692648962	http://twitter.com/i/web/status/1582546828557701120	http://twitter.com/i/web/status/1584856386290454528	http://twitter.com/i/web/status/1585251651056984064	http://twitter.com/i/web/status/1586356683844255746	http://twitter.com/i/web/status/1586795551496212480	http://twitter.com/i/web/status/1587072173126320128	http://twitter.com/i/web/status/1587744314712797184	http://twitter.com/i/web/status/1581616534950383618	http://twitter.com/i/web/status/1584077105473945601	http://twitter.com/i/web/status/1585124162687111171	http://twitter.com/i/web/status/1584742915213254656						
379	witch_dracula_magic	14	witch (21.0), dracula (15.0), magic (10.0), jonathan (9.0), copperfield (6.0), baccarat (6.0), witcho (6.0), bnuy (6.0), zbrush (6.0), wizardry (6.0)	14	http://twitter.com/i/web/status/1576191065585225728	http://twitter.com/i/web/status/1576456924778106880	http://twitter.com/i/web/status/1577472073395363840	http://twitter.com/i/web/status/1577544059182551041	http://twitter.com/i/web/status/1578099886582468608	http://twitter.com/i/web/status/1578833956962607105	http://twitter.com/i/web/status/1581372282307772416	http://twitter.com/i/web/status/1584697748703436802	http://twitter.com/i/web/status/1586096036942061569	http://twitter.com/i/web/status/1586593985262338048	http://twitter.com/i/web/status/1578430831479037952	http://twitter.com/i/web/status/1584985142589739009	http://twitter.com/i/web/status/1585739194734972929	http://twitter.com/i/web/status/1576797808820035584						
380	boobs_boob_tits	11	boobs (26.0), boob (9.0), tits (7.0), overflowing (5.0), breastfeeding (5.0), nicotine (5.0), backless (5.0), braless (5.0), foremost (5.0), honks (5.0)	16	http://twitter.com/i/web/status/1576059432143753217	http://twitter.com/i/web/status/1577664045125054466	http://twitter.com/i/web/status/1579914059096301568	http://twitter.com/i/web/status/1581128145578905600	http://twitter.com/i/web/status/1581288090236518400	http://twitter.com/i/web/status/1581678137263677440	http://twitter.com/i/web/status/1581728489816096768	http://twitter.com/i/web/status/1585298621087772673	http://twitter.com/i/web/status/1586409287839989760	http://twitter.com/i/web/status/1587312132865261569	http://twitter.com/i/web/status/1584909840148832256	http://twitter.com/i/web/status/1578943430637813760	http://twitter.com/i/web/status/1584434156229885952	http://twitter.com/i/web/status/1576866186792341507	http://twitter.com/i/web/status/1580182974355886083	http://twitter.com/i/web/status/1582419253700882435				
381	kidding_joking_serious	39	kidding (44.0), joking (15.0), serious (13.0), unless (12.0), seriously (11.0), yall (9.0), tho (6.0), down (5.0), rn (5.0), always (4.0)	20	http://twitter.com/i/web/status/1580311335417495552	http://twitter.com/i/web/status/1580287255347834880	http://twitter.com/i/web/status/1586809964416229377	http://twitter.com/i/web/status/1583522536888799232	http://twitter.com/i/web/status/1582004884425302021	http://twitter.com/i/web/status/1581748251581026304	http://twitter.com/i/web/status/1580563080697720833	http://twitter.com/i/web/status/1587272548747706368	http://twitter.com/i/web/status/1579811028631969792	http://twitter.com/i/web/status/1578783180504563712	http://twitter.com/i/web/status/1578391107926368260	http://twitter.com/i/web/status/1576953205648666624	http://twitter.com/i/web/status/1580143765859074048	http://twitter.com/i/web/status/1585895930704068608	http://twitter.com/i/web/status/1580286960202960898	http://twitter.com/i/web/status/1580667500345192449	http://twitter.com/i/web/status/1577603886390583297	http://twitter.com/i/web/status/1578201265758248960	http://twitter.com/i/web/status/1583865662711427072	http://twitter.com/i/web/status/1576647695363555328
382	cartoon_network_studios	27	cartoon (17.0), network (16.0), studios (7.0), cartoonnetwork (7.0), warner (6.0), rip (6.0), animation (6.0), fridayvibes (5.0), fridayfeeling (5.0), cartoonnetworkstudios (5.0)	22	http://twitter.com/i/web/status/1580602831719235584	http://twitter.com/i/web/status/1580540585768734723	http://twitter.com/i/web/status/1581028873302523905	http://twitter.com/i/web/status/1580090677228056576	http://twitter.com/i/web/status/1580229556245364739	http://twitter.com/i/web/status/1580246584796717056	http://twitter.com/i/web/status/1581019585478037504	http://twitter.com/i/web/status/1580263612685303808	http://twitter.com/i/web/status/1580267862639652864	http://twitter.com/i/web/status/1580500319813136385	http://twitter.com/i/web/status/1586498343697453057	http://twitter.com/i/web/status/1580261559498002433	http://twitter.com/i/web/status/1579207236093870081	http://twitter.com/i/web/status/1581303094662467584	http://twitter.com/i/web/status/1585779375940816897	http://twitter.com/i/web/status/1586396144938139648	http://twitter.com/i/web/status/1580643025843212288	http://twitter.com/i/web/status/1579381219506020352	http://twitter.com/i/web/status/1581986677546840065	http://twitter.com/i/web/status/1582854333435367426
383	wallpapers_watermark_wallpaper	39	wallpapers (46.0), watermark (30.0), wallpaper (22.0), edited (22.0), lockscreens (20.0), portfolio (14.0), bf (8.0), thread (8.0), grafolio (8.0), classy (8.0)	14	http://twitter.com/i/web/status/1580964228634095628	http://twitter.com/i/web/status/1582383803573886976	http://twitter.com/i/web/status/1582791669413335041	http://twitter.com/i/web/status/1583463061746089984	http://twitter.com/i/web/status/1584539190942789632	http://twitter.com/i/web/status/1585210415445049348	http://twitter.com/i/web/status/1586508222936014848	http://twitter.com/i/web/status/1587061338429612033	http://twitter.com/i/web/status/1587114171891580930	http://twitter.com/i/web/status/1587159621416144896	http://twitter.com/i/web/status/1580472693572653058	http://twitter.com/i/web/status/1583629580698456064	http://twitter.com/i/web/status/1585288172795269122	http://twitter.com/i/web/status/1582669248530239488						
384	chrisean_blueface_rock	12	chrisean (24.0), blueface (19.0), rock (8.0), chris (4.0), postanddelete (3.0), scrapped (3.0), sextape (3.0), evans (3.0), chriseanrock (3.0), whaterdejekfb (3.0)	16	http://twitter.com/i/web/status/1576701825067012096	http://twitter.com/i/web/status/1576714007754723328	http://twitter.com/i/web/status/1576740656680435712	http://twitter.com/i/web/status/1576966383447212032	http://twitter.com/i/web/status/1576994485514690560	http://twitter.com/i/web/status/1577022187092918272	http://twitter.com/i/web/status/1582808021335670784	http://twitter.com/i/web/status/1585846822517772289	http://twitter.com/i/web/status/1586645788079300609	http://twitter.com/i/web/status/1586747097449209858	http://twitter.com/i/web/status/1576820204184616962	http://twitter.com/i/web/status/1577349684280147974	http://twitter.com/i/web/status/1587218539236188160	http://twitter.com/i/web/status/1579774982640783362	http://twitter.com/i/web/status/1576584325667074049	http://twitter.com/i/web/status/1582109487783026689				
385	concert_jin_enlistment	20	concert (3.0), jin (3.0), enlistment (3.0), didnt (3.0), enlist (2.0), summer (2.0), wanted (2.0), enlisting (2.0), wait (2.0), military (2.0)	53	http://twitter.com/i/web/status/1581950037999095808	http://twitter.com/i/web/status/1586188664320598016	http://twitter.com/i/web/status/1585964839884664832	http://twitter.com/i/web/status/1585965069300645888	http://twitter.com/i/web/status/1585965397312180224	http://twitter.com/i/web/status/1583098215125032961	http://twitter.com/i/web/status/1585965770504572931	http://twitter.com/i/web/status/1586015048392130560	http://twitter.com/i/web/status/1586183079500353536	http://twitter.com/i/web/status/1585953196698398720	http://twitter.com/i/web/status/1585964632917045249	http://twitter.com/i/web/status/1586179002149978112	http://twitter.com/i/web/status/1581973252939075584	http://twitter.com/i/web/status/1585845365567152129	http://twitter.com/i/web/status/1585965712535072768	http://twitter.com/i/web/status/1578700809344147456	http://twitter.com/i/web/status/1586179801697882113	http://twitter.com/i/web/status/1582389085364056064	http://twitter.com/i/web/status/1586192571470061569	http://twitter.com/i/web/status/1581907850544041985
386	ending_end_inart	3	ending (18.0), end (6.0), inart (4.0), balloons (4.0), fairytales (4.0), ledge (4.0), serenaded (4.0), hyyh (4.0), cycling (4.0), sorryforcringe (4.0)	32	http://twitter.com/i/web/status/1582945164334505985	http://twitter.com/i/web/status/1581510263144341506	http://twitter.com/i/web/status/1587095509071982592	http://twitter.com/i/web/status/1585318474535997441	http://twitter.com/i/web/status/1584204206252384257	http://twitter.com/i/web/status/1582374629142056962	http://twitter.com/i/web/status/1581670842550743047	http://twitter.com/i/web/status/1587415896053624832	http://twitter.com/i/web/status/1580502639921762304	http://twitter.com/i/web/status/1580909671527124992	http://twitter.com/i/web/status/1578071686443835393	http://twitter.com/i/web/status/1583243430834364416	http://twitter.com/i/web/status/1584382836886634499	http://twitter.com/i/web/status/1586387831630561289	http://twitter.com/i/web/status/1578308880416677888	http://twitter.com/i/web/status/1584543331438116867	http://twitter.com/i/web/status/1576146295315910656	http://twitter.com/i/web/status/1576912339458482176	http://twitter.com/i/web/status/1582877623239049216	http://twitter.com/i/web/status/1579860708166340609
387	mufc_united_apadrina	54	mufc (29.0), united (7.0), apadrina (5.0), reddevils (5.0), recognising (5.0), centurion (5.0), uel (5.0), facha (5.0), played (4.0), muntot (4.0)	32	http://twitter.com/i/web/status/1580671627834294272	http://twitter.com/i/web/status/1586765882134593537	http://twitter.com/i/web/status/1581632413213433856	http://twitter.com/i/web/status/1579470190588620800	http://twitter.com/i/web/status/1579222891815907329	http://twitter.com/i/web/status/1582864441703485440	http://twitter.com/i/web/status/1579217851340427265	http://twitter.com/i/web/status/1586827594808303616	http://twitter.com/i/web/status/1586979288254775296	http://twitter.com/i/web/status/1576542522477727744	http://twitter.com/i/web/status/1582840922705911826	http://twitter.com/i/web/status/1578271283254824960	http://twitter.com/i/web/status/1579198369041350656	http://twitter.com/i/web/status/1586796876791042048	http://twitter.com/i/web/status/1579427798250573825	http://twitter.com/i/web/status/1585994832408973312	http://twitter.com/i/web/status/1578641845050953728	http://twitter.com/i/web/status/1585143390769131520	http://twitter.com/i/web/status/1583920509972254720	http://twitter.com/i/web/status/1583895066568900608
388	greenyrose_milephakphum_gn	39	greenyrose (65.0), milephakphum (56.0), gn (47.0), milephukphum (8.0), irisewerise (8.0), jamming (8.0), apocollagues (8.0), chivasregalxlisa (8.0), nnatttawin (8.0), kinnporscheworldtoursg (7.0)	14	http://twitter.com/i/web/status/1576592583689928704	http://twitter.com/i/web/status/1578429754042363904	http://twitter.com/i/web/status/1579280847949029376	http://twitter.com/i/web/status/1581286473491357696	http://twitter.com/i/web/status/1582795084956725248	http://twitter.com/i/web/status/1583499652057681920	http://twitter.com/i/web/status/1584948991581908992	http://twitter.com/i/web/status/1585904249376047104	http://twitter.com/i/web/status/1586271558942617600	http://twitter.com/i/web/status/1586749604732682241	http://twitter.com/i/web/status/1586031924941770752	http://twitter.com/i/web/status/1577660064105496576	http://twitter.com/i/web/status/1586392327987539969	http://twitter.com/i/web/status/1578756625737089024						
389	cameraman_scene_mcfayden	54	cameraman (29.0), scene (16.0), mcfayden (7.0), lerman (7.0), kingfisher (7.0), diving (7.0), alan (7.0), weatherman (7.0), bacterium (7.0), microscope (7.0)	25	http://twitter.com/i/web/status/1582056517385478145	http://twitter.com/i/web/status/1578428755315286016	http://twitter.com/i/web/status/1579691497644883969	http://twitter.com/i/web/status/1580242952126726144	http://twitter.com/i/web/status/1580250729377255424	http://twitter.com/i/web/status/1585845368540958723	http://twitter.com/i/web/status/1581225823444807681	http://twitter.com/i/web/status/1581680284319117314	http://twitter.com/i/web/status/1584443823463501824	http://twitter.com/i/web/status/1583218064304152576	http://twitter.com/i/web/status/1583812921217327106	http://twitter.com/i/web/status/1583664504654610432	http://twitter.com/i/web/status/1584605864471629824	http://twitter.com/i/web/status/1586360046619090944	http://twitter.com/i/web/status/1584619668928503808	http://twitter.com/i/web/status/1583932096816779264	http://twitter.com/i/web/status/1576136253174878208	http://twitter.com/i/web/status/1577773886963326976	http://twitter.com/i/web/status/1587352486674894848	http://twitter.com/i/web/status/1583270755571073024
390	climate_change_science	16	climate (11.0), change (4.0), science (3.0), predict (2.0), cars (2.0), themselves (2.0), ignoring (2.0), un (2.0), resilient (2.0), meteorological (2.0)	62	http://twitter.com/i/web/status/1576018982318243840	http://twitter.com/i/web/status/1586138900707221504	http://twitter.com/i/web/status/1580260764807405568	http://twitter.com/i/web/status/1579342240803360769	http://twitter.com/i/web/status/1582943120274362370	http://twitter.com/i/web/status/1585446705981374464	http://twitter.com/i/web/status/1585549056880820225	http://twitter.com/i/web/status/1576051650963247104	http://twitter.com/i/web/status/1576602432817209346	http://twitter.com/i/web/status/1576522107051446273	http://twitter.com/i/web/status/1585824784742780928	http://twitter.com/i/web/status/1580204850700517376	http://twitter.com/i/web/status/1578404112340865024	http://twitter.com/i/web/status/1581306403729207296	http://twitter.com/i/web/status/1582734945864208385	http://twitter.com/i/web/status/1578109527911764001	http://twitter.com/i/web/status/1584301638629531648	http://twitter.com/i/web/status/1585234356506722304	http://twitter.com/i/web/status/1584139623391186950	http://twitter.com/i/web/status/1584457061706104832
391	scorpio_zodiac_szn	10	scorpio (16.0), zodiac (9.0), szn (9.0), aquarius (6.0), pisces (6.0), virgo (6.0), sagittarius (6.0), sexiest (5.0), leo (5.0), season (5.0)	14	http://twitter.com/i/web/status/1579102968921874432	http://twitter.com/i/web/status/1580649254531440640	http://twitter.com/i/web/status/1581745318617444353	http://twitter.com/i/web/status/1583000356622983168	http://twitter.com/i/web/status/1583124830710534144	http://twitter.com/i/web/status/1584015281172926465	http://twitter.com/i/web/status/1584043118390784001	http://twitter.com/i/web/status/1584294998878523392	http://twitter.com/i/web/status/1587125996385337344	http://twitter.com/i/web/status/1587176145568555008	http://twitter.com/i/web/status/1583083450306768896	http://twitter.com/i/web/status/1582228768239734784	http://twitter.com/i/web/status/1583854085161517056	http://twitter.com/i/web/status/1585372140702138369						
392	crabs_crab_disappeared	11	crabs (15.0), crab (10.0), disappeared (9.0), horseshoe (6.0), cow (5.0), billion (4.0), snow (3.0), mysteriously (3.0), calf (3.0), ecology (3.0)	35	http://twitter.com/i/web/status/1586851466920091648	http://twitter.com/i/web/status/1580928802057699330	http://twitter.com/i/web/status/1583925078923673600	http://twitter.com/i/web/status/1581499656579665920	http://twitter.com/i/web/status/1585366190930956289	http://twitter.com/i/web/status/1581332683615272962	http://twitter.com/i/web/status/1585640078906310664	http://twitter.com/i/web/status/1580904215563497472	http://twitter.com/i/web/status/1579131571856183297	http://twitter.com/i/web/status/1583199550432751616	http://twitter.com/i/web/status/1581660239501283329	http://twitter.com/i/web/status/1580909372850700289	http://twitter.com/i/web/status/1579268751165300736	http://twitter.com/i/web/status/1585936052610486273	http://twitter.com/i/web/status/1582442549188255744	http://twitter.com/i/web/status/1582733541112094722	http://twitter.com/i/web/status/1585392698789269505	http://twitter.com/i/web/status/1585853104071008257	http://twitter.com/i/web/status/1576598109932900352	http://twitter.com/i/web/status/1577276408497262592
393	sunset_sky_purple	-1	sunset (45.0), sky (23.0), purple (15.0), stars (11.0), seven (11.0), patong (11.0), pastel (11.0), sunrise (10.0), yixing (10.0), iridescent (10.0)	39	http://twitter.com/i/web/status/1579466526226231296	http://twitter.com/i/web/status/1578486119565385728	http://twitter.com/i/web/status/1581229461407559680	http://twitter.com/i/web/status/1585362368460361729	http://twitter.com/i/web/status/1581940077638262787	http://twitter.com/i/web/status/1583074301850390531	http://twitter.com/i/web/status/1579140415512805377	http://twitter.com/i/web/status/1581265369536163840	http://twitter.com/i/web/status/1583419536044601344	http://twitter.com/i/web/status/1584654305952337922	http://twitter.com/i/web/status/1581932564100444160	http://twitter.com/i/web/status/1585358320801832960	http://twitter.com/i/web/status/1576170315675205634	http://twitter.com/i/web/status/1583309633967775745	http://twitter.com/i/web/status/1581279183178637314	http://twitter.com/i/web/status/1583308292050198528	http://twitter.com/i/web/status/1583547802306908160	http://twitter.com/i/web/status/1576899911848583168	http://twitter.com/i/web/status/1576511453833486336	http://twitter.com/i/web/status/1583416112037126144
394	taylorswift_spotify_record	45	taylorswift (8.0), spotify (8.0), record (7.0), biggest (6.0), streams (5.0), history (5.0), tsmidnights (5.0), midnights (4.0), streamed (4.0), listens (4.0)	19	http://twitter.com/i/web/status/1583823153012215809	http://twitter.com/i/web/status/1585209629528555523	http://twitter.com/i/web/status/1583308231912587264	http://twitter.com/i/web/status/1583582518041022465	http://twitter.com/i/web/status/1583583146129227776	http://twitter.com/i/web/status/1583589733480812545	http://twitter.com/i/web/status/1583639370539884545	http://twitter.com/i/web/status/1583822983231311879	http://twitter.com/i/web/status/1583307650934063105	http://twitter.com/i/web/status/1583972918106939393	http://twitter.com/i/web/status/1583582457810407425	http://twitter.com/i/web/status/1583924768478494720	http://twitter.com/i/web/status/1583824017894481922	http://twitter.com/i/web/status/1586795269873717251	http://twitter.com/i/web/status/1587141985835458560	http://twitter.com/i/web/status/1583855104968765440	http://twitter.com/i/web/status/1587128095965847554	http://twitter.com/i/web/status/1587139898422591488	http://twitter.com/i/web/status/1578481142021644290	
395	days_positive_project	-1	days (17.0), positive (12.0), project (10.0), comment (9.0), follow (8.0), rt (7.0), surviving (7.0), tag (5.0), wave (5.0), turns (4.0)	17	http://twitter.com/i/web/status/1577660143248064512	http://twitter.com/i/web/status/1583842952350404608	http://twitter.com/i/web/status/1586080680035119104	http://twitter.com/i/web/status/1585530806121861120	http://twitter.com/i/web/status/1585525045211824129	http://twitter.com/i/web/status/1578891906121015296	http://twitter.com/i/web/status/1586864503525736448	http://twitter.com/i/web/status/1583133843615121413	http://twitter.com/i/web/status/1581141191336218625	http://twitter.com/i/web/status/1580520028960542722	http://twitter.com/i/web/status/1580497732829032448	http://twitter.com/i/web/status/1585510578751246336	http://twitter.com/i/web/status/1585113674376962048	http://twitter.com/i/web/status/1585163154006634497	http://twitter.com/i/web/status/1585477759236820992	http://twitter.com/i/web/status/1585491553241681921	http://twitter.com/i/web/status/1580614530870042624			
396	hrs_ends_follow	17	hrs (37.0), ends (12.0), follow (9.0), notifs (8.0), winpro (8.0), aaronjudge (8.0), winner (7.0), allrise (7.0), rt (6.0), al (6.0)	24	http://twitter.com/i/web/status/1587655742424637441	http://twitter.com/i/web/status/1585862245741133825	http://twitter.com/i/web/status/1583028907338366976	http://twitter.com/i/web/status/1587439281190182912	http://twitter.com/i/web/status/1587429326240157697	http://twitter.com/i/web/status/1585496181710458882	http://twitter.com/i/web/status/1587277789752750080	http://twitter.com/i/web/status/1586860425987051521	http://twitter.com/i/web/status/1585530371269361665	http://twitter.com/i/web/status/1586592879291482113	http://twitter.com/i/web/status/1586433938758586368	http://twitter.com/i/web/status/1585270565476204545	http://twitter.com/i/web/status/1577450666565505033	http://twitter.com/i/web/status/1585156287284723713	http://twitter.com/i/web/status/1577482084632842240	http://twitter.com/i/web/status/1585971360446447618	http://twitter.com/i/web/status/1585787589012824064	http://twitter.com/i/web/status/1585723131096096769	http://twitter.com/i/web/status/1585555044811870211	http://twitter.com/i/web/status/1585524286877585409
397	fetterman_john_oz	59	fetterman (14.0), john (9.0), oz (5.0), stroke (5.0), recover (4.0), dr (3.0), pennsylvania (2.0), courage (2.0), auditory (2.0), randomness (2.0)	49	http://twitter.com/i/web/status/1587106831276552192	http://twitter.com/i/web/status/1585060434008498178	http://twitter.com/i/web/status/1585376347337412608	http://twitter.com/i/web/status/1585285918604378112	http://twitter.com/i/web/status/1585244698691575809	http://twitter.com/i/web/status/1585188626413256704	http://twitter.com/i/web/status/1585085179835871232	http://twitter.com/i/web/status/1580340613110673409	http://twitter.com/i/web/status/1585083682427404289	http://twitter.com/i/web/status/1585067394460168193	http://twitter.com/i/web/status/1585062000413282304	http://twitter.com/i/web/status/1585432722004094976	http://twitter.com/i/web/status/1585840656513368064	http://twitter.com/i/web/status/1585079207629320192	http://twitter.com/i/web/status/1585060458037317632	http://twitter.com/i/web/status/1577088986517975042	http://twitter.com/i/web/status/1585066053230809090	http://twitter.com/i/web/status/1585075228195291136	http://twitter.com/i/web/status/1577848033114456064	http://twitter.com/i/web/status/1585246825602486273
398	adhd_hyperactive_expired	35	adhd (14.0), hyperactive (4.0), expired (4.0), struggle (2.0), hasn (2.0), shitshitshitshitshit (2.0), adhders (2.0), paralyzing (2.0), inattentive (2.0), predominantly (2.0)	14	http://twitter.com/i/web/status/1576337874810966016	http://twitter.com/i/web/status/1576724985397534721	http://twitter.com/i/web/status/1576856868017668098	http://twitter.com/i/web/status/1577023536429862912	http://twitter.com/i/web/status/1577142569468719104	http://twitter.com/i/web/status/1577318502855512064	http://twitter.com/i/web/status/1577705966224613377	http://twitter.com/i/web/status/1578255474394542080	http://twitter.com/i/web/status/1579548690930626560	http://twitter.com/i/web/status/1580279730737008641	http://twitter.com/i/web/status/1580562390751805441	http://twitter.com/i/web/status/1582845647639937024	http://twitter.com/i/web/status/1579602370514030593	http://twitter.com/i/web/status/1578946867680813058						
399	lalisa_lisa_sg	49	lalisa (36.0), lisa (24.0), sg (16.0), money (15.0), avrora (8.0), dallas (8.0), stuns (7.0), seoul (7.0), tour (6.0), blackpink (6.0)	26	http://twitter.com/i/web/status/1581475388739399680	http://twitter.com/i/web/status/1581139957418074112	http://twitter.com/i/web/status/1581167651019116544	http://twitter.com/i/web/status/1581168942131056640	http://twitter.com/i/web/status/1581216743627710464	http://twitter.com/i/web/status/1581217853444788224	http://twitter.com/i/web/status/1581235808140288001	http://twitter.com/i/web/status/1585492439942385664	http://twitter.com/i/web/status/1581251033476476928	http://twitter.com/i/web/status/1582343381149065216	http://twitter.com/i/web/status/1581279424091107329	http://twitter.com/i/web/status/1580454617745215494	http://twitter.com/i/web/status/1585506764111454208	http://twitter.com/i/web/status/1581236807919759360	http://twitter.com/i/web/status/1585114769685499904	http://twitter.com/i/web/status/1582681407226515458	http://twitter.com/i/web/status/1577439523121745921	http://twitter.com/i/web/status/1586628992819671042	http://twitter.com/i/web/status/1583132794783698944	http://twitter.com/i/web/status/1583141037333434369
400	healthy_relationships_compatibility	21	healthy (10.0), relationships (9.0), compatibility (3.0), effort (3.0), choose (3.0), mutual (3.0), insecure (2.0), bored (2.0), challenges (2.0), partner (2.0)	88	http://twitter.com/i/web/status/1576124659594014721	http://twitter.com/i/web/status/1577531512748068866	http://twitter.com/i/web/status/1587112677553283072	http://twitter.com/i/web/status/1586749850623746054	http://twitter.com/i/web/status/1583515539594305536	http://twitter.com/i/web/status/1582748461430079490	http://twitter.com/i/web/status/1582123493130665985	http://twitter.com/i/web/status/1578292168455659520	http://twitter.com/i/web/status/1587464837189214214	http://twitter.com/i/web/status/1576947692424802306	http://twitter.com/i/web/status/1576535901622046720	http://twitter.com/i/web/status/1579500916059013120	http://twitter.com/i/web/status/1576977297995083777	http://twitter.com/i/web/status/1581186254690865152	http://twitter.com/i/web/status/1585363956646182912	http://twitter.com/i/web/status/1583002638462746624	http://twitter.com/i/web/status/1583694247978754048	http://twitter.com/i/web/status/1584325707857289218	http://twitter.com/i/web/status/1578235144216928257	http://twitter.com/i/web/status/1584683854098763776
401	tour_angeles_los	56	tour (26.0), angeles (24.0), los (23.0), chicago (23.0), october (22.0), iv (20.0), austin (16.0), vi (14.0), ii (12.0), love (11.0)	14	http://twitter.com/i/web/status/1576671683976445952	http://twitter.com/i/web/status/1577081513782300673	http://twitter.com/i/web/status/1577468208759525377	http://twitter.com/i/web/status/1579240712427958272	http://twitter.com/i/web/status/1579583975735316481	http://twitter.com/i/web/status/1580243359997693952	http://twitter.com/i/web/status/1580988341951942656	http://twitter.com/i/web/status/1581357247514300417	http://twitter.com/i/web/status/1584661767875022849	http://twitter.com/i/web/status/1586062119979532288	http://twitter.com/i/web/status/1581792769994985472	http://twitter.com/i/web/status/1585425121203798017	http://twitter.com/i/web/status/1587284761361272834	http://twitter.com/i/web/status/1586500960485941248						
402	hindu_hindus_india	18	hindu (9.0), hindus (7.0), india (6.0), kashmiri (6.0), cm (4.0), majority (3.0), forcibly (3.0), muslim (3.0), blame (3.0), gods (2.0)	70	http://twitter.com/i/web/status/1584799758983790592	http://twitter.com/i/web/status/1577672624397635585	http://twitter.com/i/web/status/1581710211571556352	http://twitter.com/i/web/status/1586050244092973058	http://twitter.com/i/web/status/1585864166639665152	http://twitter.com/i/web/status/1582718440879509505	http://twitter.com/i/web/status/1585860090807975937	http://twitter.com/i/web/status/1587050961263939584	http://twitter.com/i/web/status/1581643406085738497	http://twitter.com/i/web/status/1585471282715377664	http://twitter.com/i/web/status/1581860097852309504	http://twitter.com/i/web/status/1580878701515849729	http://twitter.com/i/web/status/1579770494739705857	http://twitter.com/i/web/status/1577190052114751488	http://twitter.com/i/web/status/1581517565532069888	http://twitter.com/i/web/status/1582782805368778753	http://twitter.com/i/web/status/1577335215680212994	http://twitter.com/i/web/status/1585975815975555072	http://twitter.com/i/web/status/1585217150394195968	http://twitter.com/i/web/status/1586427064936112128
403	asian_mnet_mamavote	19	asian (14.0), mnet (9.0), mamavote (8.0), netizensreport (7.0), acoty (7.0), award (7.0), celebrity (7.0), worldwide (6.0), choice (6.0), fans (5.0)	15	http://twitter.com/i/web/status/1584522376171380736	http://twitter.com/i/web/status/1584907321767243777	http://twitter.com/i/web/status/1585270725123854337	http://twitter.com/i/web/status/1585632228964724738	http://twitter.com/i/web/status/1586009058276003844	http://twitter.com/i/web/status/1586724356390285312	http://twitter.com/i/web/status/1586931774135111681	http://twitter.com/i/web/status/1586932465264119809	http://twitter.com/i/web/status/1586932777542639618	http://twitter.com/i/web/status/1587089817875136515	http://twitter.com/i/web/status/1586365033285840896	http://twitter.com/i/web/status/1586741717872640002	http://twitter.com/i/web/status/1577133326384889856	http://twitter.com/i/web/status/1584362919944298496	http://twitter.com/i/web/status/1577135721860710402					
